assay_chembl_id,canonical_smiles,document_chembl_id,molecule_chembl_id,pchembl_value,standard_type,standard_units,standard_value,type,units,value
CHEMBL3375413,O[C@H]1CC[C@H](Nc2ccn3ncc(-c4cccc(OC(F)(F)F)c4)c3n2)CC1,CHEMBL3351833,CHEMBL3355544,6.57,IC50,nM,269.0,IC50,nM,269.0
CHEMBL3375413,N[C@H]1CCCN(c2ccn3ncc(-c4cccc(OC(F)(F)F)c4)c3n2)C1,CHEMBL3351833,CHEMBL3355543,6.01,IC50,nM,987.0,IC50,nM,987.0
CHEMBL3375413,N[C@H]1CC[C@H](Nc2ccn3ncc(-c4cccc(OC(F)(F)F)c4)c3n2)CC1,CHEMBL3351833,CHEMBL3355542,7.0,IC50,nM,100.0,IC50,nM,100.0
CHEMBL3375413,CN1CCC(CNc2ccn3ncc(-c4cccc(OC(F)(F)F)c4)c3n2)CC1,CHEMBL3351833,CHEMBL3355541,5.83,IC50,nM,1491.0,IC50,nM,1491.0
CHEMBL3375413,Clc1cccc(-c2cnn3ccc(NCC4CCOCC4)nc23)c1,CHEMBL3351833,CHEMBL3355989,5.79,IC50,nM,1640.0,IC50,nM,1640.0
CHEMBL3375413,O=S1(=O)CCC(CNc2ccn3ncc(-c4cccc(Cl)c4)c3n2)CC1,CHEMBL3351833,CHEMBL3355990,5.68,IC50,nM,2070.0,IC50,nM,2070.0
CHEMBL3375413,O=C1CCN(c2ccn3ncc(-c4cccc(Cl)c4)c3n2)CC1,CHEMBL3351833,CHEMBL3355991,6.25,IC50,nM,564.0,IC50,nM,564.0
CHEMBL3396420,Fc1cccnc1-c1ccc2[nH]nc(-c3cncc(O[C@H]4CNCCC45CC5)n3)c2c1,CHEMBL3392976,CHEMBL3393710,8.22,IC50,nM,6.0,IC50,nM,6.0
CHEMBL3396420,c1ccc(-c2ccc3[nH]nc(-c4cncc(O[C@H]5CNCCC56CC6)n4)c3c2)cc1,CHEMBL3392976,CHEMBL3393709,8.37,IC50,nM,4.3,IC50,nM,4.3
CHEMBL3396420,Fc1ccccc1-c1ccc2[nH]nc(-c3cncc(O[C@H]4CNCCC45CC5)n3)c2c1,CHEMBL3392976,CHEMBL3393708,8.89,IC50,nM,1.3,IC50,nM,1.3
CHEMBL3396420,Fc1cccc(F)c1-c1ccc2[nH]nc(-c3cncc(O[C@@H]4CNCCC45CC5)n3)c2c1,CHEMBL3392976,CHEMBL3393707,6.69,IC50,nM,204.0,IC50,nM,204.0
CHEMBL3396420,Fc1cccc(F)c1-c1ccc2[nH]nc(-c3cncc(O[C@H]4CNCCC45CC5)n3)c2c1,CHEMBL3392976,CHEMBL3393706,8.96,IC50,nM,1.1,IC50,nM,1.1
CHEMBL3396420,CC1(C)CCNCC1Oc1cncc(-c2n[nH]c3ccc(-c4c(F)cccc4F)cc23)n1,CHEMBL3392976,CHEMBL3393705,7.8,IC50,nM,16.0,IC50,nM,16.0
CHEMBL3396420,Fc1cccc(F)c1-c1ccc2[nH]nc(-c3cncc(OC4CNCCC45CC5)n3)c2c1,CHEMBL3392976,CHEMBL3393704,8.52,IC50,nM,3.0,IC50,nM,3.0
CHEMBL3396420,C=C1CCNCC1Oc1cncc(-c2n[nH]c3ccc(-c4c(F)cccc4F)cc23)n1,CHEMBL3392976,CHEMBL3393703,8.0,IC50,nM,10.0,IC50,nM,10.0
CHEMBL3396420,Fc1cccc(F)c1-c1ccc2[nH]nc(-c3cncc(OC4CCCNC4)n3)c2c1,CHEMBL3392976,CHEMBL3393702,7.8,IC50,nM,16.0,IC50,nM,16.0
CHEMBL3396420,Fc1cccc(F)c1-c1ccc2[nH]nc(-c3cncc(OC4CCNCC4)n3)c2c1,CHEMBL3392976,CHEMBL3393701,7.48,IC50,nM,33.0,IC50,nM,33.0
CHEMBL3396420,Fc1cccc(F)c1-c1ccc2[nH]nc(-c3cncc(NC4CNC4)n3)c2c1,CHEMBL3392976,CHEMBL3393700,7.26,IC50,nM,55.0,IC50,nM,55.0
CHEMBL3396420,Fc1cccc(F)c1-c1ccc2[nH]nc(-c3cncc(NC4CCNC4)n3)c2c1,CHEMBL3392976,CHEMBL3393699,7.75,IC50,nM,18.0,IC50,nM,18.0
CHEMBL3396420,Fc1cccc(F)c1-c1ccc2[nH]nc(-c3cncc(NC4CCCNC4)n3)c2c1,CHEMBL3392976,CHEMBL3393698,7.82,IC50,nM,15.0,IC50,nM,15.0
CHEMBL3396420,Fc1cccc(F)c1-c1ccc2[nH]nc(-c3cncc(NC4CCNCC4)n3)c2c1,CHEMBL3392976,CHEMBL3393697,8.22,IC50,nM,6.0,IC50,nM,6.0
CHEMBL3396420,OC1CCN(c2cncc(-c3n[nH]c4ccc(-c5c(F)cccc5F)cc34)n2)CC1,CHEMBL3392976,CHEMBL3393696,6.44,IC50,nM,362.0,IC50,nM,362.0
CHEMBL3396420,Fc1cccc(F)c1-c1ccc2[nH]nc(-c3cncc(N4CCNCC4)n3)c2c1,CHEMBL3392976,CHEMBL3393695,7.54,IC50,nM,29.0,IC50,nM,29.0
CHEMBL3396420,Fc1cccc(F)c1-c1ccc2[nH]nc(-c3cncc(N4CCCNCC4)n3)c2c1,CHEMBL3392976,CHEMBL3393694,7.23,IC50,nM,59.0,IC50,nM,59.0
CHEMBL3396420,NC1CCN(c2cncc(-c3n[nH]c4ccc(-c5c(F)cccc5F)cc34)n2)C1,CHEMBL3392976,CHEMBL3393693,7.15,IC50,nM,71.0,IC50,nM,71.0
CHEMBL3396420,NC1CCN(c2cncc(-c3n[nH]c4ccc(-c5c(F)cccc5F)cc34)n2)CC1,CHEMBL3392976,CHEMBL3393692,8.05,IC50,nM,9.0,IC50,nM,9.0
CHEMBL3396420,Fc1ccncc1-c1ccc2[nH]nc(-c3cncc(O[C@H]4CNCCC45CC5)n3)c2c1,CHEMBL3392976,CHEMBL3393711,8.3,IC50,nM,5.0,IC50,nM,5.0
CHEMBL3396420,Fc1cnccc1-c1ccc2[nH]nc(-c3cncc(O[C@H]4CNCCC45CC5)n3)c2c1,CHEMBL3392976,CHEMBL3393712,8.22,IC50,nM,6.0,IC50,nM,6.0
CHEMBL3396420,Fc1ncccc1-c1ccc2[nH]nc(-c3cncc(O[C@H]4CNCCC45CC5)n3)c2c1,CHEMBL3392976,CHEMBL3393713,8.4,IC50,nM,4.0,IC50,nM,4.0
CHEMBL3396420,Cn1cncc1-c1ccc2[nH]nc(-c3cncc(O[C@H]4CNCCC45CC5)n3)c2c1,CHEMBL3392976,CHEMBL3393714,7.24,IC50,nM,58.0,IC50,nM,58.0
CHEMBL3396420,c1csc(-c2ccc3[nH]nc(-c4cncc(O[C@H]5CNCCC56CC6)n4)c3c2)n1,CHEMBL3392976,CHEMBL3393715,8.1,IC50,nM,8.0,IC50,nM,8.0
CHEMBL3396420,Nc1ccc(-c2ccc3[nH]nc(-c4cncc(O[C@H]5CNCCC56CC6)n4)c3c2)c(F)c1,CHEMBL3392976,CHEMBL3393716,9.4,IC50,nM,0.4,IC50,nM,0.4
CHEMBL3396420,Oc1ccc(-c2ccc3[nH]nc(-c4cncc(O[C@H]5CNCCC56CC6)n4)c3c2)c(F)c1,CHEMBL3392976,CHEMBL3393717,9.15,IC50,nM,0.7,IC50,nM,0.7
CHEMBL3396420,NC(=O)c1ccc(-c2ccc3[nH]nc(-c4cncc(O[C@H]5CNCCC56CC6)n4)c3c2)c(F)c1,CHEMBL3392976,CHEMBL3393718,9.22,IC50,nM,0.6,IC50,nM,0.6
CHEMBL3396420,CS(=O)(=O)c1ccc(-c2ccc3[nH]nc(-c4cncc(O[C@H]5CNCCC56CC6)n4)c3c2)c(F)c1,CHEMBL3392976,CHEMBL3393719,8.82,IC50,nM,1.5,IC50,nM,1.5
CHEMBL3396420,CS(=O)(=O)Nc1ccc(-c2ccc3[nH]nc(-c4cncc(O[C@H]5CNCCC56CC6)n4)c3c2)c(F)c1,CHEMBL3392976,CHEMBL3393720,9.22,IC50,nM,0.6,IC50,nM,0.6
CHEMBL3396420,Fc1cccc(F)c1-c1ccc2[nH]nc(-c3cncc(N4CCCCC4)n3)c2c1,CHEMBL3392976,CHEMBL3393721,5.52,IC50,nM,3000.0,IC50,nM,3000.0
CHEMBL3396420,NC1CCCN(c2cncc(-c3n[nH]c4ccc(-c5c(F)cccc5F)cc34)n2)C1,CHEMBL3392976,CHEMBL3393722,7.16,IC50,nM,70.0,IC50,nM,70.0
CHEMBL3395659,Nc1ncc(-c2ccc3[nH]nc(-c4cnc5ccccc5c4)c3c2)s1,CHEMBL3393014,CHEMBL3394059,7.51,IC50,nM,31.0,IC50,uM,0.031
CHEMBL3395659,Nc1ncc(-c2ccc3[nH]cc(-c4cnc5ccccc5c4)c3c2)s1,CHEMBL3393014,CHEMBL3394060,5.57,IC50,nM,2710.0,IC50,uM,2.71
CHEMBL3395659,Nc1nnc(-c2ccc3[nH]cc(-c4cnc5ccccc5c4)c3c2)s1,CHEMBL3393014,CHEMBL3394061,6.0,IC50,nM,1010.0,IC50,uM,1.01
CHEMBL3395659,CNc1nnc(-c2ccc3[nH]cc(-c4cnc5ccccc5c4)c3c2)s1,CHEMBL3393014,CHEMBL3394062,5.79,IC50,nM,1630.0,IC50,uM,1.63
CHEMBL3395659,Nc1nnc(-c2ccc3[nH]cc(-c4c(F)cccc4F)c3c2)s1,CHEMBL3393014,CHEMBL3394064,6.46,IC50,nM,348.0,IC50,uM,0.348
CHEMBL3395659,Nc1cccc(-c2c[nH]c3ccc(-c4nnc(N)s4)cc23)n1,CHEMBL3393014,CHEMBL3394065,6.01,IC50,nM,977.0,IC50,uM,0.977
CHEMBL3395659,Nc1nnc(-c2ccc3[nH]cc(-c4cccc(N5CCCC5)n4)c3c2)s1,CHEMBL3393014,CHEMBL3394066,6.98,IC50,nM,104.0,IC50,uM,0.104
CHEMBL3395659,Nc1nnc(-c2ccc3[nH]cc(-c4cccc(N5CCOCC5)n4)c3c2)s1,CHEMBL3393014,CHEMBL3394067,7.23,IC50,nM,59.0,IC50,uM,0.059
CHEMBL3395659,CC(C)Nc1cccc(-c2c[nH]c3ccc(-c4nnc(N)s4)cc23)n1,CHEMBL3393014,CHEMBL3394068,7.43,IC50,nM,37.0,IC50,uM,0.037
CHEMBL3395659,Nc1nnc(-c2ccc3[nH]cc(-c4cccc(NC5CCCC5)n4)c3c2)s1,CHEMBL3393014,CHEMBL3394069,7.68,IC50,nM,21.0,IC50,uM,0.021
CHEMBL3395659,Nc1nnc(-c2ccc3[nH]cc(-c4cccc(NC5CCCCC5)n4)c3c2)s1,CHEMBL3393014,CHEMBL3394070,6.64,IC50,nM,227.0,IC50,uM,0.227
CHEMBL3395659,Nc1cncc(-c2c[nH]c3ccc(-c4nnc(N)s4)cc23)n1,CHEMBL3393014,CHEMBL3394071,6.72,IC50,nM,192.0,IC50,uM,0.192
CHEMBL3395659,Nc1nnc(-c2ccc3[nH]cc(-c4cncc(N5CCCC5)n4)c3c2)s1,CHEMBL3393014,CHEMBL3394072,7.38,IC50,nM,42.0,IC50,uM,0.042
CHEMBL3395659,Nc1nnc(-c2ccc3[nH]cc(-c4cncc(N5CCOCC5)n4)c3c2)s1,CHEMBL3393014,CHEMBL3394073,7.92,IC50,nM,12.0,IC50,uM,0.012
CHEMBL3395659,CC(C)Nc1cncc(-c2c[nH]c3ccc(-c4nnc(N)s4)cc23)n1,CHEMBL3393014,CHEMBL3394074,8.0,IC50,nM,10.0,IC50,uM,0.01
CHEMBL3395659,Nc1nnc(-c2ccc3[nH]cc(-c4cncc(NC5CCCC5)n4)c3c2)s1,CHEMBL3393014,CHEMBL3394164,8.22,IC50,nM,6.0,IC50,uM,0.006
CHEMBL3395659,Nc1nnc(-c2ccc3[nH]cc(-c4cncc(NC5CCCCC5)n4)c3c2)s1,CHEMBL3393014,CHEMBL3394165,7.75,IC50,nM,18.0,IC50,uM,0.018
CHEMBL3395659,CCOc1cccc(-c2c[nH]c3ccc(-c4nnc(N)s4)cc23)n1,CHEMBL3393014,CHEMBL3394166,7.66,IC50,nM,22.0,IC50,uM,0.022
CHEMBL3395659,CC(C)Oc1cccc(-c2c[nH]c3ccc(-c4nnc(N)s4)cc23)n1,CHEMBL3393014,CHEMBL3394167,8.0,IC50,nM,10.0,IC50,uM,0.01
CHEMBL3395659,Nc1nnc(-c2ccc3[nH]cc(-c4cccc(OC5CCCC5)n4)c3c2)s1,CHEMBL3393014,CHEMBL3394168,7.39,IC50,nM,41.0,IC50,uM,0.041
CHEMBL3395659,Nc1nnc(-c2ccc3[nH]cc(-c4cccc(OC5CCCCC5)n4)c3c2)s1,CHEMBL3393014,CHEMBL3394169,6.94,IC50,nM,114.0,IC50,uM,0.114
CHEMBL3395659,CCOc1cncc(-c2c[nH]c3ccc(-c4nnc(N)s4)cc23)n1,CHEMBL3393014,CHEMBL3394170,7.55,IC50,nM,28.0,IC50,uM,0.028
CHEMBL3395659,CC(C)Oc1cncc(-c2c[nH]c3ccc(-c4nnc(N)s4)cc23)n1,CHEMBL3393014,CHEMBL3394171,7.77,IC50,nM,17.0,IC50,uM,0.017
CHEMBL3395659,Nc1nnc(-c2ccc3[nH]cc(-c4cncc(OC5CCCC5)n4)c3c2)s1,CHEMBL3393014,CHEMBL3394172,7.6,IC50,nM,25.0,IC50,uM,0.025
CHEMBL3395659,CC(C)Oc1cnc(-c2c[nH]c3ccc(-c4nnc(N)s4)cc23)cn1,CHEMBL3393014,CHEMBL3394173,5.89,IC50,nM,1290.0,IC50,uM,1.29
CHEMBL3395662,Nc1nnc(-c2ccc3[nH]cc(-c4cccc(N5CCOCC5)n4)c3c2)s1,CHEMBL3393014,CHEMBL3394067,5.12,IC50,nM,7570.0,IC50,uM,7.57
CHEMBL3395662,CC(C)Nc1cccc(-c2c[nH]c3ccc(-c4nnc(N)s4)cc23)n1,CHEMBL3393014,CHEMBL3394068,5.66,IC50,nM,2190.0,IC50,uM,2.19
CHEMBL3395662,Nc1nnc(-c2ccc3[nH]cc(-c4cccc(NC5CCCC5)n4)c3c2)s1,CHEMBL3393014,CHEMBL3394069,5.51,IC50,nM,3090.0,IC50,uM,3.09
CHEMBL3395662,Nc1nnc(-c2ccc3[nH]cc(-c4cncc(N5CCCC5)n4)c3c2)s1,CHEMBL3393014,CHEMBL3394072,4.92,IC50,nM,12100.0,IC50,uM,12.1
CHEMBL3395662,Nc1nnc(-c2ccc3[nH]cc(-c4cncc(N5CCOCC5)n4)c3c2)s1,CHEMBL3393014,CHEMBL3394073,5.72,IC50,nM,1900.0,IC50,uM,1.9
CHEMBL3395662,CC(C)Nc1cncc(-c2c[nH]c3ccc(-c4nnc(N)s4)cc23)n1,CHEMBL3393014,CHEMBL3394074,6.03,IC50,nM,945.0,IC50,uM,0.945
CHEMBL3395662,Nc1nnc(-c2ccc3[nH]cc(-c4cncc(NC5CCCC5)n4)c3c2)s1,CHEMBL3393014,CHEMBL3394164,5.91,IC50,nM,1220.0,IC50,uM,1.22
CHEMBL3395662,Nc1nnc(-c2ccc3[nH]cc(-c4cncc(NC5CCCCC5)n4)c3c2)s1,CHEMBL3393014,CHEMBL3394165,5.58,IC50,nM,2600.0,IC50,uM,2.6
CHEMBL3395662,CCOc1cccc(-c2c[nH]c3ccc(-c4nnc(N)s4)cc23)n1,CHEMBL3393014,CHEMBL3394166,5.43,IC50,nM,3730.0,IC50,uM,3.73
CHEMBL3395662,CC(C)Oc1cccc(-c2c[nH]c3ccc(-c4nnc(N)s4)cc23)n1,CHEMBL3393014,CHEMBL3394167,5.65,IC50,nM,2220.0,IC50,uM,2.22
CHEMBL3395662,Nc1nnc(-c2ccc3[nH]cc(-c4cccc(OC5CCCC5)n4)c3c2)s1,CHEMBL3393014,CHEMBL3394168,5.16,IC50,nM,6900.0,IC50,uM,6.9
CHEMBL3395662,CCOc1cncc(-c2c[nH]c3ccc(-c4nnc(N)s4)cc23)n1,CHEMBL3393014,CHEMBL3394170,5.56,IC50,nM,2750.0,IC50,uM,2.75
CHEMBL3395662,CC(C)Oc1cncc(-c2c[nH]c3ccc(-c4nnc(N)s4)cc23)n1,CHEMBL3393014,CHEMBL3394171,5.65,IC50,nM,2220.0,IC50,uM,2.22
CHEMBL3395662,Nc1nnc(-c2ccc3[nH]cc(-c4cncc(OC5CCCC5)n4)c3c2)s1,CHEMBL3393014,CHEMBL3394172,5.18,IC50,nM,6540.0,IC50,uM,6.54
CHEMBL3636741,c1cncc(-c2cc3cn[nH]c3cn2)c1,CHEMBL3632547,CHEMBL3634784,5.22,Ki,nM,6000.0,Ki,uM,6.0
CHEMBL3636741,O=C(Nc1cn[nH]c1)c1cccnc1,CHEMBL3632547,CHEMBL3634785,4.82,Ki,nM,15000.0,Ki,uM,15.0
CHEMBL3636741,Cc1n[nH]c2cnc(-c3cccnc3)cc12,CHEMBL3632547,CHEMBL3634786,6.1,Ki,nM,800.0,Ki,uM,0.8
CHEMBL3636741,Cc1c[nH]c2cnc(-c3cccnc3)cc12,CHEMBL3632547,CHEMBL3634787,5.41,Ki,nM,3900.0,Ki,uM,3.9
CHEMBL3636741,Cc1n[nH]c2cnc(-c3cn[nH]c3)cc12,CHEMBL3632547,CHEMBL3634788,6.05,Ki,nM,900.0,Ki,uM,0.9
CHEMBL3636741,Cc1n[nH]c2ccc(-c3cn[nH]c3)cc12,CHEMBL3632547,CHEMBL3634789,5.57,Ki,nM,2700.0,Ki,uM,2.7
CHEMBL3636741,c1ccc(-c2n[nH]c3cnc(-c4cccnc4)cc23)cc1,CHEMBL3632547,CHEMBL3634790,7.3,Ki,nM,50.0,Ki,uM,0.05
CHEMBL3636741,c1ccc(-c2n[nH]c3cnc(-c4cccnc4)cc23)nc1,CHEMBL3632547,CHEMBL3634791,7.16,Ki,nM,70.0,Ki,uM,0.07
CHEMBL3636741,Cc1n[nH]c2cnc(-c3cnccc3N3CCC[C@H](N)C3)cc12,CHEMBL3632547,CHEMBL3634792,5.08,Ki,nM,8300.0,Ki,uM,8.3
CHEMBL3636741,N[C@H]1CCCN(c2ccncc2-c2cc3c(-c4ccccc4F)n[nH]c3cn2)C1,CHEMBL3632547,CHEMBL3634793,7.46,Ki,nM,35.0,Ki,uM,0.035
CHEMBL3636741,Fc1ccccc1-c1n[nH]c2cnc(-c3cnccc3O[C@@H]3CCCNC3)cc12,CHEMBL3632547,CHEMBL3634777,8.77,Ki,nM,1.7,Ki,uM,0.0017
CHEMBL3636741,Cc1n[nH]c2cnc(-c3cncc(N4CCC(N)CC4)n3)cc12,CHEMBL3632547,CHEMBL3634778,6.77,Ki,nM,170.0,Ki,uM,0.17
CHEMBL3636741,NC1CCN(c2cncc(-c3cc4c(-c5ccccc5F)n[nH]c4cn3)n2)CC1,CHEMBL3632547,CHEMBL3634779,8.52,Ki,nM,3.0,Ki,uM,0.003
CHEMBL3636741,NCCNc1cccc(-c2n[nH]c3cnc(-c4cccnc4)cc23)n1,CHEMBL3632547,CHEMBL3634780,8.52,Ki,nM,3.0,Ki,uM,0.003
CHEMBL3636741,c1cncc(-c2cc3c(-c4cccc(N5CCNCC5)n4)n[nH]c3cn2)c1,CHEMBL3632547,CHEMBL3634781,9.3,Ki,nM,0.5,Ki,uM,0.0005
CHEMBL3636741,Cc1cncc(-c2cc3c(-c4cccc(N5CCNCC5)n4)n[nH]c3cn2)c1,CHEMBL3632547,CHEMBL3634782,9.52,Ki,nM,0.3,Ki,nM,0.3
CHEMBL3636741,Cc1cncc(-c2cc3c(-c4cccc(N5CCNCC5)n4)n[nH]c3cn2)n1,CHEMBL3632547,CHEMBL3634783,10.31,Ki,nM,0.049,Ki,nM,0.049
CHEMBL3636741,CCn1cncc(-c2cc3c(-c4cccc(N5CCNCC5)n4)n[nH]c3cn2)c1=O,CHEMBL3632547,CHEMBL3634769,9.84,Ki,nM,0.145,Ki,nM,0.145
CHEMBL3636741,Cn1cc(-c2cc3c(-c4cccc(N5CCNCC5)n4)n[nH]c3cn2)cn1,CHEMBL3632547,CHEMBL3634770,9.24,Ki,nM,0.58,Ki,nM,0.58
CHEMBL3636741,N#CCn1cc(-c2cc3c(-c4cccc(N5CCNCC5)n4)n[nH]c3cn2)cn1,CHEMBL3632547,CHEMBL3634771,9.9,Ki,nM,0.127,Ki,nM,0.127
CHEMBL3636741,c1cc(-c2n[nH]c3cnc(-c4cnn(CC5CC5)c4)cc23)nc(N2CCNCC2)c1,CHEMBL3632547,CHEMBL3634772,9.6,Ki,nM,0.253,Ki,nM,0.253
CHEMBL3636741,c1cc(-c2n[nH]c3cnc(-n4ccnc4)cc23)nc(N2CCNCC2)c1,CHEMBL3632547,CHEMBL3634773,8.27,Ki,nM,5.4,Ki,nM,5.4
CHEMBL3636741,NC(=O)Cc1cc2c(-c3cccc(N4CCNCC4)n3)n[nH]c2cn1,CHEMBL3632547,CHEMBL3634774,5.96,Ki,nM,1100.0,Ki,nM,1100.0
CHEMBL3636741,NC(=O)Nc1cc2c(-c3cccc(N4CCNCC4)n3)n[nH]c2cn1,CHEMBL3632547,CHEMBL3634775,8.96,Ki,nM,1.1,Ki,nM,1.1
CHEMBL3636741,CN1C(=O)CN(c2cc3c(-c4cccc(N5CCNCC5)n4)n[nH]c3cn2)C1=O,CHEMBL3632547,CHEMBL3634776,7.48,Ki,nM,33.0,Ki,nM,33.0
CHEMBL3636741,c1cc(-c2n[nH]c3cnc(C4CCCO4)cc23)nc(N2CCNCC2)c1,CHEMBL3632547,CHEMBL3634762,7.09,Ki,nM,82.0,Ki,nM,82.0
CHEMBL3636741,c1cc(-c2n[nH]c3cnc(C4CCCOC4)cc23)nc(N2CCNCC2)c1,CHEMBL3632547,CHEMBL3634763,7.58,Ki,nM,26.0,Ki,nM,26.0
CHEMBL3636741,O=C1CN(c2cc3c(-c4cccc(N5CCNCC5)n4)n[nH]c3cn2)CCN1,CHEMBL3632547,CHEMBL3634764,7.77,Ki,nM,17.0,Ki,nM,17.0
CHEMBL3636741,c1cc(-c2n[nH]c3cnc(N4CCOCC4)cc23)nc(N2CCNCC2)c1,CHEMBL3632547,CHEMBL3634765,7.85,Ki,nM,14.0,Ki,nM,14.0
CHEMBL3636741,Cn1cc(-c2cc3c(-c4ccccn4)n[nH]c3cn2)cn1,CHEMBL3632547,CHEMBL3634766,7.32,Ki,nM,48.0,Ki,nM,48.0
CHEMBL3636741,Cn1cc(-c2cc3c(-c4cccc(N5CCCNCC5)n4)n[nH]c3cn2)cn1,CHEMBL3632547,CHEMBL3634767,9.77,Ki,nM,0.17,Ki,nM,0.17
CHEMBL3636741,Cn1cc(-c2cc3c(-c4cccc(C5CCNCC5)n4)n[nH]c3cn2)cn1,CHEMBL3632547,CHEMBL3634768,8.66,Ki,nM,2.2,Ki,nM,2.2
CHEMBL3636741,Cn1cc(-c2cc3c(-c4cccc(O[C@@H]5CCCNC5)n4)n[nH]c3cn2)cn1,CHEMBL3632547,CHEMBL3634755,8.21,Ki,nM,6.2,Ki,nM,6.2
CHEMBL3636741,Cn1cc(-c2cc3c(-c4cccc(N5CCC[C@@H](N)C5)n4)n[nH]c3cn2)cn1,CHEMBL3632547,CHEMBL3634756,9.14,Ki,nM,0.72,Ki,nM,0.72
CHEMBL3636741,Cn1cc(-c2cc3c(-c4cccc(N5CC[C@@H](N)C5)n4)n[nH]c3cn2)cn1,CHEMBL3632547,CHEMBL3634757,9.37,Ki,nM,0.43,Ki,nM,0.43
CHEMBL3636741,Cn1cc(-c2cc3c(-c4cccc(N5CCC[C@H](N)C5)n4)n[nH]c3cn2)cn1,CHEMBL3632547,CHEMBL3634758,9.59,Ki,nM,0.26,Ki,nM,0.26
CHEMBL3636741,Cn1cc(-c2cc3c(-c4cccc(N5CCC[C@@H](N)C5)c4)n[nH]c3cn2)cn1,CHEMBL3632547,CHEMBL3634759,8.9,Ki,nM,1.25,Ki,nM,1.25
CHEMBL3636741,Cc1ccc(-c2n[nH]c3cnc(-c4cnn(C)c4)cc23)nc1N1CCC[C@H](N)C1,CHEMBL3632547,CHEMBL3634760,10.06,Ki,nM,0.088,Ki,nM,0.088
CHEMBL3636741,CCn1cc(-c2cc3c(-c4cccc(N5CCNCC5)n4)n[nH]c3cn2)cn1,CHEMBL3632547,CHEMBL3634761,9.32,Ki,nM,0.473,Ki,nM,0.473
CHEMBL3707582,CSc1ncc2ccc3c(C(N)=O)c(C)n(CCO)c3c2n1,CHEMBL3639053,CHEMBL3703180,6.39,IC50,nM,408.0,IC50,nM,408.0
CHEMBL3707802,C[C@@H]1C[C@H](c2ccncc2NC(=O)c2ccc(F)c(-c3c(F)cccc3F)n2)C[C@H](N)[C@@H]1NS(C)(=O)=O,CHEMBL3639088,CHEMBL3687437,5.15,IC50,nM,7100.0,IC50,nM,7100.0
CHEMBL3707781,C[C@H]1C[C@@H](c2ccncc2NC(=O)c2nc(-c3c(F)cccc3F)c(F)cc2N)C[C@@H](O)[C@@H]1O,CHEMBL3638421,CHEMBL3652015,9.0,IC50,nM,1.0,IC50,nM,1.0
CHEMBL3707802,CO[C@@H]1[C@H](N)C[C@H](c2ccncc2NC(=O)c2ccc(F)c(-c3c(F)cc(C(C)(C)O)cc3F)n2)C[C@@H]1C,CHEMBL3639088,CHEMBL3687507,8.88,IC50,nM,1.33,IC50,nM,1.33
CHEMBL3707781,Cc1ccc(F)c(-c2nc(C(=O)Nc3cnccc3[C@H]3C[C@@H](N)[C@H](O)[C@@H](C)C3)ccc2F)c1F,CHEMBL3638421,CHEMBL3651940,8.7,IC50,nM,2.0,IC50,nM,2.0
CHEMBL3707781,C[C@H]1CN(c2ccncc2NC(=O)c2ccc(F)c(-c3ccncc3)n2)C[C@@H](N)[C@@H]1O,CHEMBL3638421,CHEMBL3652014,7.75,IC50,nM,18.0,IC50,nM,18.0
CHEMBL3707781,C[C@H]1CN(c2ccncc2NC(=O)c2ccc(F)c(C3CCCCC3)n2)C[C@@H](N)[C@@H]1O,CHEMBL3638421,CHEMBL3651912,8.52,IC50,nM,3.0,IC50,nM,3.0
CHEMBL3707802,CO[C@H]1[C@H](N)C[C@H](c2ccncc2NC(=O)c2nc(-c3c(F)cccc3F)sc2N)C[C@@H]1C,CHEMBL3639088,CHEMBL3687479,8.93,IC50,nM,1.17,IC50,nM,1.17
CHEMBL3707802,COCCOc1cc(F)c(-c2nc(C(=O)Nc3cnccc3[C@H]3C[C@@H](N)[C@@H](OCCS(C)(=O)=O)[C@@H](C)C3)ccc2F)c(F)c1,CHEMBL3639088,CHEMBL3691914,8.6,IC50,nM,2.54,IC50,nM,2.54
CHEMBL3707802,COCCOc1cc(F)c(-c2nc(C(=O)Nc3cnccc3[C@H]3C[C@@H](N)[C@@H](S(C)(=O)=O)[C@@H](C)C3)ccc2F)c(F)c1,CHEMBL3639088,CHEMBL3687528,8.04,IC50,nM,9.07,IC50,nM,9.07
CHEMBL3707802,C[C@H]1C[C@@H](c2ccncc2NC(=O)c2ccc(F)c(-c3c(F)cccc3F)n2)C[C@@H](N)[C@H]1Oc1ccccn1,CHEMBL3639088,CHEMBL3687532,8.81,IC50,nM,1.53,IC50,nM,1.53
CHEMBL3707802,COc1cc(F)c(-c2nc(C(=O)Nc3cnccc3[C@H]3C[C@@H](N)[C@H](OC)[C@@H](C)C3)ccc2F)c(F)c1,CHEMBL3639088,CHEMBL3691927,8.52,IC50,nM,3.02,IC50,nM,3.02
CHEMBL3707781,C[C@@H]1C[C@H](N)C[C@H](c2ccncc2NC(=O)c2ccc(F)c(-c3c(F)ccc(F)c3F)n2)C1,CHEMBL3638421,CHEMBL3652023,8.52,IC50,nM,3.0,IC50,nM,3.0
