assay_chembl_id,canonical_smiles,document_chembl_id,molecule_chembl_id,pchembl_value,standard_type,standard_units,standard_value,type,units,value
CHEMBL859489,CCN(CC)CCNC(=O)c1c(C)[nH]c(/C=C2\C(=O)Nc3ccc(F)cc32)c1C,CHEMBL1144455,CHEMBL535,5.3,Kd,nM,5000.0,Kd,uM,5.0
CHEMBL859489,CN(C)C[C@@H]1CCn2cc(c3ccccc32)C2=C(C(=O)NC2=O)c2cn(c3ccccc23)CCO1,CHEMBL1144455,CHEMBL91829,6.89,Kd,nM,130.0,Kd,uM,0.13
CHEMBL859489,CN1CC[C@H](c2c(O)cc(O)c3c(=O)cc(-c4ccccc4Cl)oc23)[C@H](O)C1,CHEMBL1144455,CHEMBL428690,6.19,Kd,nM,650.0,Kd,uM,0.65
CHEMBL859489,CN[C@@H]1C[C@H]2O[C@@](C)([C@@H]1OC)n1c3ccccc3c3c4c(c5c6ccccc6n2c5c31)C(=O)NC4,CHEMBL1144455,CHEMBL388978,8.4,Kd,nM,4.0,Kd,uM,0.004
CHEMBL859489,Oc1c2ccccc2c2c3c(cccc13)N=N2,CHEMBL1144455,CHEMBL1725279,6.34,Kd,nM,460.0,Kd,uM,0.46
CHEMBL898066,CC(C)NCc1ccc(Nc2cc(-c3ccc(-c4ccc(O)cc4O)cc3)[nH]n2)cc1,CHEMBL1137531,CHEMBL398606,5.76,IC50,nM,1720.0,IC50,uM,1.72
CHEMBL931462,CN[C@@H]1C[C@H]2O[C@@](C)([C@@H]1OC)n1c3ccccc3c3c4c(c5c6ccccc6n2c5c31)C(=O)NC4,CHEMBL1144687,CHEMBL388978,7.55,IC50,nM,28.0,IC50,nM,28.0
CHEMBL931462,C[C@@H]1O[C@@H](Oc2c(-c3ccc(O)c(O)c3)oc3cc(O)cc(O)c3c2=O)[C@H](O)[C@H](O)[C@H]1O,CHEMBL1144687,CHEMBL82242,4.6,IC50,nM,25000.0,IC50,uM,25.0
CHEMBL957366,Cc1ccc(/C=C2\SC(O)=NC2=O)cc1,CHEMBL1139352,CHEMBL447571,5.36,IC50,nM,4400.0,IC50,uM,4.4
CHEMBL957366,Cc1cccc(/C=C2\SC(=O)NC2=O)c1,CHEMBL1139352,CHEMBL498406,7.0,IC50,nM,100.0,IC50,uM,0.1
CHEMBL957366,O=C1NC(=O)/C(=C/c2ccc(C(F)(F)F)cc2)S1,CHEMBL1139352,CHEMBL447567,7.1,IC50,nM,80.0,IC50,uM,0.08
CHEMBL957366,O=C1NC(=O)/C(=C/c2cccc(C(F)(F)F)c2)S1,CHEMBL1139352,CHEMBL183906,7.0,IC50,nM,100.0,IC50,uM,0.1
CHEMBL957366,COCOc1c(/C=C2\SC(=O)NC2=O)cccc1C(F)(F)F,CHEMBL1139352,CHEMBL497607,5.82,IC50,nM,1500.0,IC50,uM,1.5
CHEMBL957366,COCCOc1c(/C=C2\SC(=O)NC2=O)cccc1C(F)(F)F,CHEMBL1139352,CHEMBL447741,4.38,IC50,nM,42000.0,IC50,uM,42.0
CHEMBL957366,CCc1ccc(/C=C2\SC(=O)NC2=O)cc1,CHEMBL1139352,CHEMBL493742,6.52,IC50,nM,300.0,IC50,uM,0.3
CHEMBL957366,COc1ccc(/C=C2\SC(=O)NC2=O)cc1,CHEMBL1139352,CHEMBL85496,6.52,IC50,nM,300.0,IC50,uM,0.3
CHEMBL957366,O=C1NC(=O)/C(=C/c2ccc(OC(F)(F)F)cc2)S1,CHEMBL1139352,CHEMBL454557,6.3,IC50,nM,500.0,IC50,uM,0.5
CHEMBL957366,COc1cccc(/C=C2\SC(=O)NC2=O)c1,CHEMBL1139352,CHEMBL496782,7.4,IC50,nM,40.0,IC50,uM,0.04
CHEMBL957366,O=C1NC(=O)/C(=C/c2cccc(OC(F)(F)F)c2)S1,CHEMBL1139352,CHEMBL496783,6.05,IC50,nM,900.0,IC50,uM,0.9
CHEMBL957366,CCOc1ccc(/C=C2\SC(=O)NC2=O)cc1,CHEMBL1139352,CHEMBL86257,4.37,IC50,nM,43000.0,IC50,uM,43.0
CHEMBL957366,O=C1NC(=O)/C(=C/c2cccc(OC(F)(F)C(F)F)c2)S1,CHEMBL1139352,CHEMBL496784,5.66,IC50,nM,2200.0,IC50,uM,2.2
CHEMBL957366,CCCOc1ccc(/C=C2\SC(=O)NC2=O)cc1,CHEMBL1139352,CHEMBL84558,7.7,IC50,nM,20.0,IC50,uM,0.02
CHEMBL957366,CN(C)c1ccc(/C=C2\SC(=O)NC2=O)cc1,CHEMBL1139352,CHEMBL493847,7.0,IC50,nM,100.0,IC50,uM,0.1
CHEMBL957366,O=C1NC(=O)/C(=C/c2ccc(F)cc2)S1,CHEMBL1139352,CHEMBL496786,5.64,IC50,nM,2300.0,IC50,uM,2.3
CHEMBL957366,O=C1NC(=O)/C(=C/c2cccc(F)c2)S1,CHEMBL1139352,CHEMBL448443,6.4,IC50,nM,400.0,IC50,uM,0.4
CHEMBL957366,O=C1NC(=O)/C(=C/c2ccc(Cl)cc2)S1,CHEMBL1139352,CHEMBL496995,6.7,IC50,nM,200.0,IC50,uM,0.2
CHEMBL957366,O=C1NC(=O)/C(=C/c2cccc(Cl)c2)S1,CHEMBL1139352,CHEMBL495398,7.4,IC50,nM,40.0,IC50,uM,0.04
CHEMBL957366,O=C1NC(=O)/C(=C/c2ccc(Br)cc2)S1,CHEMBL1139352,CHEMBL496996,7.05,IC50,nM,90.0,IC50,uM,0.09
CHEMBL957366,O=C1NC(=O)/C(=C/c2cccc(Br)c2)S1,CHEMBL1139352,CHEMBL496587,7.0,IC50,nM,100.0,IC50,uM,0.1
CHEMBL957366,CCOc1ccc(/C=C2\C(=O)NC(=O)N2Cc2ccccc2)cc1,CHEMBL1139352,CHEMBL496971,4.0,IC50,nM,100000.0,IC50,uM,100.0
CHEMBL960121,CN1CCCN(c2cncc(-c3cccc(/C=C/C(=O)O)c3)n2)CC1,CHEMBL1153342,CHEMBL493937,7.4,IC50,nM,40.0,IC50,nM,40.0
CHEMBL960121,CN1CCCN(c2cncc(-c3cccc(/C=C/C(N)=O)c3)n2)CC1,CHEMBL1153342,CHEMBL493536,5.92,IC50,nM,1200.0,IC50,nM,1200.0
CHEMBL960121,CN1CCCN(c2cncc(-c3cccc(CCC(=O)O)c3)n2)CC1,CHEMBL1153342,CHEMBL506100,5.85,IC50,nM,1400.0,IC50,nM,1400.0
CHEMBL960121,CN1CCCN(c2cncc(-c3cccc(/C=C/C4=NNNN4)c3)n2)CC1,CHEMBL1153342,CHEMBL523841,6.8,IC50,nM,160.0,IC50,nM,160.0
CHEMBL960121,O=C(O)/C=C/c1cccc(-c2cncc(N3CCCNCC3)n2)c1,CHEMBL1153342,CHEMBL510884,8.0,IC50,nM,10.0,IC50,nM,10.0
CHEMBL960121,O=C(O)/C=C/c1cccc(-c2cncc(N3CCCCCC3)n2)c1,CHEMBL1153342,CHEMBL493754,5.48,IC50,nM,3300.0,IC50,nM,3300.0
CHEMBL960121,CC(=O)N1CCCN(c2cncc(-c3cccc(/C=C/C(=O)O)c3)n2)CC1,CHEMBL1153342,CHEMBL523520,6.06,IC50,nM,880.0,IC50,nM,880.0
CHEMBL960121,CN1CCN(c2cncc(-c3cccc(/C=C/C(=O)O)c3)n2)CC1,CHEMBL1153342,CHEMBL492354,6.82,IC50,nM,150.0,IC50,nM,150.0
CHEMBL960121,O=C(O)/C=C/c1cccc(-c2cncc(N3CCNCC3)n2)c1,CHEMBL1153342,CHEMBL522822,6.7,IC50,nM,200.0,IC50,nM,200.0
CHEMBL960121,O=C(O)/C=C/c1cccc(-c2cncc(N3CCOCC3)n2)c1,CHEMBL1153342,CHEMBL492753,5.77,IC50,nM,1700.0,IC50,nM,1700.0
CHEMBL960121,NCCNc1cncc(-c2cccc(/C=C/C(=O)O)c2)n1,CHEMBL1153342,CHEMBL455227,6.85,IC50,nM,140.0,IC50,nM,140.0
CHEMBL960121,NCCCNc1cncc(-c2cccc(/C=C/C(=O)O)c2)n1,CHEMBL1153342,CHEMBL495030,7.57,IC50,nM,27.0,IC50,nM,27.0
CHEMBL960121,NCCCCNc1cncc(-c2cccc(/C=C/C(=O)O)c2)n1,CHEMBL1153342,CHEMBL454281,7.66,IC50,nM,22.0,IC50,nM,22.0
CHEMBL960121,CN(C)CCCNc1cncc(-c2cccc(/C=C/C(=O)O)c2)n1,CHEMBL1153342,CHEMBL493559,7.03,IC50,nM,94.0,IC50,nM,94.0
CHEMBL960121,CN(C)CCCN(C)c1cncc(-c2cccc(/C=C/C(=O)O)c2)n1,CHEMBL1153342,CHEMBL522340,6.43,IC50,nM,370.0,IC50,nM,370.0
CHEMBL960121,CC(=O)NCCNc1cncc(-c2cccc(/C=C/C(=O)O)c2)n1,CHEMBL1153342,CHEMBL493560,5.99,IC50,nM,1020.0,IC50,nM,1020.0
CHEMBL960121,O=C(O)/C=C/c1cccc(-c2cncc(NCCCO)n2)c1,CHEMBL1153342,CHEMBL494501,6.51,IC50,nM,310.0,IC50,nM,310.0
CHEMBL960121,COCCCNc1cncc(-c2cccc(/C=C/C(=O)O)c2)n1,CHEMBL1153342,CHEMBL449471,6.32,IC50,nM,480.0,IC50,nM,480.0
CHEMBL960121,O=C(O)/C=C/c1cccc(-c2cncc(NCC3CCNCC3)n2)c1,CHEMBL1153342,CHEMBL455255,7.6,IC50,nM,25.0,IC50,nM,25.0
CHEMBL960121,NCC1CCN(c2cncc(-c3cccc(/C=C/C(=O)O)c3)n2)CC1,CHEMBL1153342,CHEMBL523534,7.77,IC50,nM,17.0,IC50,nM,17.0
CHEMBL960121,N[C@H]1CC[C@H](Nc2cncc(-c3cccc(/C=C/C(=O)O)c3)n2)CC1,CHEMBL1153342,CHEMBL494354,7.92,IC50,nM,12.0,IC50,nM,12.0
CHEMBL960121,N[C@H]1CC[C@@H](Nc2cncc(-c3cccc(/C=C/C(=O)O)c3)n2)CC1,CHEMBL1153342,CHEMBL494355,7.72,IC50,nM,19.0,IC50,nM,19.0
CHEMBL960121,O=C(O)/C=C/c1cccc(-c2cncc(N[C@H]3CC[C@H](O)CC3)n2)c1,CHEMBL1153342,CHEMBL492580,6.58,IC50,nM,265.0,IC50,nM,265.0
CHEMBL960121,O=C(O)/C=C/c1cccc(-c2cnccn2)c1,CHEMBL1153342,CHEMBL473468,5.66,IC50,nM,2200.0,IC50,nM,2200.0
CHEMBL960121,CN1CCCN(c2cccc(-c3cccc(/C=C/C(=O)O)c3)n2)CC1,CHEMBL1153342,CHEMBL492581,7.3,IC50,nM,50.0,IC50,nM,50.0
CHEMBL960089,CN1CCCN(c2cncc(-c3cccc(/C=C/C(=O)O)c3)n2)CC1,CHEMBL1153342,CHEMBL493937,7.4,IC50,nM,40.0,IC50,nM,40.0
CHEMBL960129,CN[C@@H]1C[C@H]2O[C@@](C)([C@@H]1OC)n1c3ccccc3c3c4c(c5c6ccccc6n2c5c31)C(=O)NC4,CHEMBL1153342,CHEMBL388978,8.15,IC50,nM,7.0,IC50,nM,7.0
CHEMBL960090,CN1CCCN(c2cncc(-c3cccc(/C=C/C(=O)O)c3)n2)CC1,CHEMBL1153342,CHEMBL493937,6.85,IC50,nM,140.0,IC50,nM,140.0
CHEMBL960091,CN1CCCN(c2cncc(-c3cccc(/C=C/C(=O)O)c3)n2)CC1,CHEMBL1153342,CHEMBL493937,5.4,IC50,nM,4000.0,IC50,nM,4000.0
CHEMBL960093,CN1CCCN(c2cncc(-c3cccc(/C=C/C(=O)O)c3)n2)CC1,CHEMBL1153342,CHEMBL493937,7.68,IC50,nM,21.0,IC50,nM,21.0
CHEMBL960094,CN1CCCN(c2cncc(-c3cccc(/C=C/C(=O)O)c3)n2)CC1,CHEMBL1153342,CHEMBL493937,5.92,IC50,nM,1200.0,IC50,nM,1200.0
CHEMBL960095,CN1CCCN(c2cncc(-c3cccc(/C=C/C(=O)O)c3)n2)CC1,CHEMBL1153342,CHEMBL493937,5.4,IC50,nM,4000.0,IC50,nM,4000.0
CHEMBL960128,CN1CCCN(c2cncc(-c3cccc(/C=C/C(=O)O)c3)n2)CC1,CHEMBL1153342,CHEMBL493937,6.82,IC50,nM,153.0,IC50,nM,153.0
CHEMBL960130,CN1CCCN(c2cncc(-c3cccc(/C=C/C(=O)O)c3)n2)CC1,CHEMBL1153342,CHEMBL493937,6.12,IC50,nM,760.0,IC50,nM,760.0
CHEMBL960129,NCCCCNc1cncc(-c2cccc(/C=C/C(=O)O)c2)n1,CHEMBL1153342,CHEMBL454281,7.66,IC50,nM,22.0,IC50,nM,22.0
CHEMBL960130,CN[C@@H]1C[C@H]2O[C@@](C)([C@@H]1OC)n1c3ccccc3c3c4c(c5c6ccccc6n2c5c31)C(=O)NC4,CHEMBL1153342,CHEMBL388978,6.46,IC50,nM,345.0,IC50,nM,345.0
CHEMBL960129,CN1CCCN(c2cncc(-c3cccc(/C=C/C(=O)O)c3)n2)CC1,CHEMBL1153342,CHEMBL493937,7.4,IC50,nM,40.0,IC50,nM,40.0
CHEMBL960129,CN1CCCN(c2cccc(-c3cccc(/C=C/C(=O)O)c3)n2)CC1,CHEMBL1153342,CHEMBL492581,7.34,IC50,nM,46.0,IC50,nM,46.0
CHEMBL960129,N[C@H]1CC[C@H](Nc2cncc(-c3cccc(/C=C/C(=O)O)c3)n2)CC1,CHEMBL1153342,CHEMBL494354,7.92,IC50,nM,12.0,IC50,nM,12.0
CHEMBL960129,COCCCNc1cncc(-c2cccc(/C=C/C(=O)O)c2)n1,CHEMBL1153342,CHEMBL449471,6.32,IC50,nM,480.0,IC50,nM,480.0
CHEMBL988943,O=C(Nc1n[nH]c2nc(-c3cccc(O)c3)ccc12)C1CC1,CHEMBL1151712,CHEMBL408019,7.8,Kd,nM,16.0,Kd,nM,16.0
CHEMBL994191,CCn1c2cc(Cl)c(F)cc2c(=O)c2c(=O)o[nH]c21,CHEMBL1144228,CHEMBL468280,6.76,Ki,nM,174.0,Ki,nM,174.0
CHEMBL994191,CC(C)n1c2cc(Cl)c(F)cc2c(=O)c2c(=O)o[nH]c21,CHEMBL1144228,CHEMBL509801,7.2,Ki,nM,62.8,Ki,nM,62.8
CHEMBL994191,CCCCn1c2cc(Cl)c(F)cc2c(=O)c2c(=O)o[nH]c21,CHEMBL1144228,CHEMBL492223,6.78,Ki,nM,165.0,Ki,nM,165.0
CHEMBL994191,O=c1o[nH]c2c1c(=O)c1cc(F)c(Cl)cc1n2Cc1ccccc1,CHEMBL1144228,CHEMBL491405,6.25,Ki,nM,558.0,Ki,nM,558.0
CHEMBL994191,CCn1c2cc(Cl)c(O)cc2c(=O)c2c(=O)o[nH]c21,CHEMBL1144228,CHEMBL523823,7.36,Ki,nM,43.5,Ki,nM,43.5
CHEMBL1062793,CC(=O)O.O=C(O)c1ccc2c3c1cccc3c(=O)n1c3ccccc3nc21,CHEMBL1150976,CHEMBL265470,6.96,IC50,nM,110.0,IC50,uM,0.11
CHEMBL1062793,O=C1Nc2ccc(I)cc2C1=Cc1cc(Br)c(O)c(Br)c1,CHEMBL1150976,CHEMBL1880739,7.16,IC50,nM,70.0,IC50,uM,0.07
CHEMBL1061184,CN1CC[C@H](c2c(O)cc(O)c3c(=O)cc(-c4ccccc4Cl)oc23)[C@H](O)C1,CHEMBL1150977,CHEMBL428690,6.11,Kd,nM,770.0,Kd,nM,770.0
CHEMBL1061184,CN(C)C[C@@H]1CCn2cc(c3ccccc32)C2=C(C(=O)NC2=O)c2cn(c3ccccc23)CCO1,CHEMBL1150977,CHEMBL91829,5.77,Kd,nM,1700.0,Kd,nM,1700.0
CHEMBL1061184,CN[C@@H]1C[C@H]2O[C@@](C)([C@@H]1OC)n1c3ccccc3c3c4c(c5c6ccccc6n2c5c31)C(=O)NC4,CHEMBL1150977,CHEMBL388978,8.72,Kd,nM,1.9,Kd,nM,1.9
CHEMBL1051395,O=Cc1c[nH]c2c1ccc1c3ccccc3[nH]c12,CHEMBL1154186,CHEMBL583972,6.29,IC50,nM,510.0,IC50,uM,0.51
CHEMBL1059318,Cc1nc2c(sc3ccc(Cl)cc32)c(=O)[nH]1,CHEMBL1154637,CHEMBL582966,5.94,Ki,nM,1140.0,Ki,nM,1140.0
CHEMBL1059318,CN(C)Cc1nc2c(sc3ccc(Cl)cc32)c(=O)[nH]1,CHEMBL1154637,CHEMBL572745,7.2,Ki,nM,63.0,Ki,nM,63.0
CHEMBL1059318,O=c1[nH]c(CN2CCCCC2)nc2c1sc1ccc(Cl)cc12,CHEMBL1154637,CHEMBL573659,6.83,Ki,nM,149.0,Ki,nM,149.0
CHEMBL1059318,O=c1[nH]c(CN2CCCNC2)nc2c1sc1ccc(Cl)cc12,CHEMBL1154637,CHEMBL573462,6.86,Ki,nM,138.0,Ki,nM,138.0
CHEMBL1059318,O=c1[nH]c(CN2CCOCC2)nc2c1sc1ccc(Cl)cc12,CHEMBL1154637,CHEMBL584159,5.9,Ki,nM,1250.0,Ki,nM,1250.0
CHEMBL1059318,O=c1[nH]c(CN2CC[C@H](O)C2)nc2c1sc1ccc(Cl)cc12,CHEMBL1154637,CHEMBL572513,7.54,Ki,nM,29.0,Ki,nM,29.0
CHEMBL1059318,O=c1[nH]c(CN2CC[C@@H](O)C2)nc2c1sc1ccc(Cl)cc12,CHEMBL1154637,CHEMBL574819,7.08,Ki,nM,84.0,Ki,nM,84.0
CHEMBL1059318,O=c1[nH]c(CN2CCC(O)CC2)nc2c1sc1ccc(Cl)cc12,CHEMBL1154637,CHEMBL573475,6.69,Ki,nM,206.0,Ki,nM,206.0
CHEMBL1059318,CNCc1nc2c(sc3ccc(Cl)cc32)c(=O)[nH]1,CHEMBL1154637,CHEMBL572809,6.82,Ki,nM,153.0,Ki,nM,153.0
CHEMBL1059318,CN(C)CCc1nc2c(sc3ccc(Cl)cc32)c(=O)[nH]1,CHEMBL1154637,CHEMBL572743,6.4,Ki,nM,399.0,Ki,nM,399.0
CHEMBL1059318,CN(C)CCCc1nc2c(sc3ccc(Cl)cc32)c(=O)[nH]1,CHEMBL1154637,CHEMBL573037,6.68,Ki,nM,211.0,Ki,nM,211.0
CHEMBL1059318,O=c1[nH]c(CNc2cccc(O)c2)nc2c1sc1ccc(Cl)cc12,CHEMBL1154637,CHEMBL573476,6.83,Ki,nM,147.0,Ki,nM,147.0
CHEMBL1059318,O=c1[nH]c(CNc2cc(O)cc(O)c2)nc2c1sc1ccc(Cl)cc12,CHEMBL1154637,CHEMBL573697,6.15,Ki,nM,711.0,Ki,nM,711.0
CHEMBL1059318,O=c1[nH]c(CNCCc2cccc(O)c2)nc2c1sc1ccc(Cl)cc12,CHEMBL1154637,CHEMBL583947,7.4,Ki,nM,40.0,Ki,nM,40.0
CHEMBL1059318,O=c1[nH]c(COc2cccc(O)c2)nc2c1sc1ccc(Cl)cc12,CHEMBL1154637,CHEMBL573478,6.39,Ki,nM,410.0,Ki,nM,410.0
CHEMBL1059318,CN(C)Cc1nc2c(sc3ccc(Br)cc32)c(=O)[nH]1,CHEMBL1154637,CHEMBL575470,7.8,Ki,nM,16.0,Ki,nM,16.0
CHEMBL1059318,CN(C)Cc1nc2c(sc3ccccc32)c(=O)[nH]1,CHEMBL1154637,CHEMBL573038,6.62,Ki,nM,238.0,Ki,nM,238.0
CHEMBL1059318,Cc1ccc2sc3c(=O)[nH]c(CN(C)C)nc3c2c1,CHEMBL1154637,CHEMBL583099,6.91,Ki,nM,122.0,Ki,nM,122.0
CHEMBL1059318,CN(C)Cc1nc2c(sc3ccc(C(F)(F)F)cc32)c(=O)[nH]1,CHEMBL1154637,CHEMBL583581,7.44,Ki,nM,36.0,Ki,nM,36.0
CHEMBL1059318,CCc1ccc2sc3c(=O)[nH]c(CN(C)C)nc3c2c1,CHEMBL1154637,CHEMBL572556,7.08,Ki,nM,83.0,Ki,nM,83.0
CHEMBL1059318,CC(C)c1ccc2sc3c(=O)[nH]c(CN(C)C)nc3c2c1,CHEMBL1154637,CHEMBL583691,7.68,Ki,nM,21.0,Ki,nM,21.0
CHEMBL1059318,C=Cc1ccc2sc3c(=O)[nH]c(CN(C)C)nc3c2c1,CHEMBL1154637,CHEMBL573470,7.47,Ki,nM,34.0,Ki,nM,34.0
CHEMBL1059318,CN(C)Cc1nc2c(sc3ccc(/C=C/C4CC4)cc32)c(=O)[nH]1,CHEMBL1154637,CHEMBL576387,8.7,Ki,nM,2.0,Ki,nM,2.0
CHEMBL1059318,C#Cc1ccc2sc3c(=O)[nH]c(CN(C)C)nc3c2c1,CHEMBL1154637,CHEMBL574168,7.52,Ki,nM,30.0,Ki,nM,30.0
CHEMBL1059318,CN(C)CC#Cc1ccc2sc3c(=O)[nH]c(CN(C)C)nc3c2c1,CHEMBL1154637,CHEMBL572810,7.0,Ki,nM,99.0,Ki,nM,99.0
CHEMBL1059318,CN(C)Cc1nc2c(sc3ccc(C#CCCCCN4CCCCC4)cc32)c(=O)[nH]1,CHEMBL1154637,CHEMBL576734,7.64,Ki,nM,23.0,Ki,nM,23.0
CHEMBL1059318,CN(C)Cc1nc2c(sc3ccc(-c4ccccc4)cc32)c(=O)[nH]1,CHEMBL1154637,CHEMBL583273,8.1,Ki,nM,8.0,Ki,nM,8.0
CHEMBL1059318,CC(c1ccccc1)c1ccc2sc3c(=O)[nH]c(CN(C)C)nc3c2c1,CHEMBL1154637,CHEMBL573044,6.96,Ki,nM,109.0,Ki,nM,109.0
CHEMBL1059318,CN(C)Cc1nc2c(sc3ccc(-c4cccc(F)c4)cc32)c(=O)[nH]1,CHEMBL1154637,CHEMBL573705,7.89,Ki,nM,13.0,Ki,nM,13.0
CHEMBL1059318,CN(C)Cc1nc2c(sc3ccc(-c4cccc(Cl)c4)cc32)c(=O)[nH]1,CHEMBL1154637,CHEMBL582844,7.89,Ki,nM,13.0,Ki,nM,13.0
CHEMBL1059318,CN(C)Cc1nc2c(sc3ccc(-c4cccc(OC(F)(F)F)c4)cc32)c(=O)[nH]1,CHEMBL1154637,CHEMBL573923,7.36,Ki,nM,44.0,Ki,nM,44.0
CHEMBL1059318,CN(C)Cc1nc2c(sc3ccc(-c4cccc(O)c4)cc32)c(=O)[nH]1,CHEMBL1154637,CHEMBL583913,8.4,Ki,nM,4.0,Ki,nM,4.0
CHEMBL1059318,Cc1ccccc1-c1ccc2sc3c(=O)[nH]c(CN(C)C)nc3c2c1,CHEMBL1154637,CHEMBL572815,7.5,Ki,nM,32.0,Ki,nM,32.0
CHEMBL1059318,CCc1ccc(-c2ccc3sc4c(=O)[nH]c(CN(C)C)nc4c3c2)cc1,CHEMBL1154637,CHEMBL572550,7.92,Ki,nM,12.0,Ki,nM,12.0
CHEMBL1059318,CN(C)Cc1nc2c(sc3ccc(-c4ccc(C#N)cc4)cc32)c(=O)[nH]1,CHEMBL1154637,CHEMBL573702,7.68,Ki,nM,21.0,Ki,nM,21.0
CHEMBL1059318,CN(C)Cc1nc2c(sc3ccc(-c4ccc(O)cc4)cc32)c(=O)[nH]1,CHEMBL1154637,CHEMBL585182,8.52,Ki,nM,3.0,Ki,nM,3.0
CHEMBL1059318,CN(C)Cc1nc2c(sc3ccc(-c4ccc(N)cc4)cc32)c(=O)[nH]1,CHEMBL1154637,CHEMBL574169,8.7,Ki,nM,2.0,Ki,nM,2.0
CHEMBL1059318,CN(C)Cc1nc2c(sc3ccc(-c4ccc(OC(F)(F)F)cc4)cc32)c(=O)[nH]1,CHEMBL1154637,CHEMBL575254,7.54,Ki,nM,29.0,Ki,nM,29.0
CHEMBL1059318,CN(C)Cc1nc2c(sc3ccc(-c4ccc(O)c(F)c4)cc32)c(=O)[nH]1,CHEMBL1154637,CHEMBL572514,8.3,Ki,nM,5.0,Ki,nM,5.0
CHEMBL1059318,CN(C)Cc1nc2c(sc3ccc(-c4ccc(N(C)C)cc4)cc32)c(=O)[nH]1,CHEMBL1154637,CHEMBL575255,7.89,Ki,nM,13.0,Ki,nM,13.0
CHEMBL1059318,CN(C)Cc1nc2c(sc3ccc(-c4ccc(Cl)c(F)c4)cc32)c(=O)[nH]1,CHEMBL1154637,CHEMBL575675,7.66,Ki,nM,22.0,Ki,nM,22.0
CHEMBL1059318,CN(C)Cc1nc2c(sc3ccc(-c4cc(F)cc(Cl)c4)cc32)c(=O)[nH]1,CHEMBL1154637,CHEMBL583385,7.35,Ki,nM,45.0,Ki,nM,45.0
CHEMBL1059318,CN(C)Cc1nc2c(sc3ccc(-c4ccsc4)cc32)c(=O)[nH]1,CHEMBL1154637,CHEMBL575263,8.7,Ki,nM,2.0,Ki,nM,2.0
CHEMBL1059318,CN(C)Cc1nc2c(sc3ccc(-c4ccc[nH]4)cc32)c(=O)[nH]1,CHEMBL1154637,CHEMBL572783,8.52,Ki,nM,3.0,Ki,nM,3.0
CHEMBL1059318,CN(C)Cc1nc2c(sc3ccc(-c4ccoc4)cc32)c(=O)[nH]1,CHEMBL1154637,CHEMBL572784,8.22,Ki,nM,6.0,Ki,nM,6.0
CHEMBL1059318,Cc1cscc1-c1ccc2sc3c(=O)[nH]c(CN(C)C)nc3c2c1,CHEMBL1154637,CHEMBL584563,8.15,Ki,nM,7.0,Ki,nM,7.0
CHEMBL1059318,CN(C)Cc1nc2c(sc3ccc(-c4cccnc4)cc32)c(=O)[nH]1,CHEMBL1154637,CHEMBL575461,8.52,Ki,nM,3.0,Ki,nM,3.0
CHEMBL1059318,CN(C)Cc1nc2c(sc3ccc(-c4cncnc4)cc32)c(=O)[nH]1,CHEMBL1154637,CHEMBL573036,7.18,Ki,nM,66.0,Ki,nM,66.0
CHEMBL1059318,CN(C)Cc1nc2c(sc3ccc(N4CCCC4)cc32)c(=O)[nH]1,CHEMBL1154637,CHEMBL573957,8.3,Ki,nM,5.0,Ki,nM,5.0
CHEMBL1059318,CN(C)Cc1nc2c(sc3ccc(N4CCCCC4)cc32)c(=O)[nH]1,CHEMBL1154637,CHEMBL573046,6.92,Ki,nM,120.0,Ki,nM,120.0
CHEMBL1059318,CN(C)Cc1nc2c(sc3ccc(-c4ccc(OCC(O)CO)cc4)cc32)c(=O)[nH]1,CHEMBL1154637,CHEMBL575463,8.7,Ki,nM,2.0,Ki,nM,2.0
CHEMBL1059318,CN(C)Cc1nc2c(sc3ccc(-c4ccc(OCCCN)cc4)cc32)c(=O)[nH]1,CHEMBL1154637,CHEMBL576388,8.22,Ki,nM,6.0,Ki,nM,6.0
CHEMBL1059318,O=c1[nH]c(CNc2cccc(O)c2)nc2c1sc1ccc(Br)cc12,CHEMBL1154637,CHEMBL584161,7.22,Ki,nM,60.0,Ki,nM,60.0
CHEMBL1059318,O=c1[nH]c(CNc2cccc(O)c2)nc2c1sc1ccc(-c3ccsc3)cc12,CHEMBL1154637,CHEMBL575264,6.82,Ki,nM,152.0,Ki,nM,152.0
CHEMBL1059318,O=c1[nH]c(CNc2cccc(O)c2)nc2c1sc1ccc(-c3ccccc3)cc12,CHEMBL1154637,CHEMBL573011,6.03,Ki,nM,939.0,Ki,nM,939.0
CHEMBL1059318,O=c1[nH]c(CN2CC[C@H](O)C2)nc2c1sc1ccc(-c3ccsc3)cc12,CHEMBL1154637,CHEMBL573012,8.52,Ki,nM,3.0,Ki,nM,3.0
CHEMBL1059318,O=c1[nH]c(CN2CC[C@H](O)C2)nc2c1sc1ccc(-c3ccccc3)cc12,CHEMBL1154637,CHEMBL572781,8.0,Ki,nM,10.0,Ki,nM,10.0
CHEMBL1059318,O=c1[nH]c(CN2CC[C@H](O)C2)nc2c1sc1ccc(-c3ccc(O)cc3)cc12,CHEMBL1154637,CHEMBL583187,8.7,Ki,nM,2.0,Ki,nM,2.0
